Cyclone_Frequency,Depth_m,ClimSST,Country_Name,Distance_to_Shore,Exposure,Turbidity,Bleaching_Level,Temperature_Maximum,SSTA,TSA,Percent_Bleaching,Percent_Cover
49.63,9.0,303.07,Malaysia,71.93,Sheltered,0.0646,Population,306.8,0.09,0.09,0.0,2.5
49.63,9.0,302.56,Malaysia,71.93,Sheltered,0.0646,Population,306.8,-0.2,-1.06,0.0,73.75
49.63,9.0,302.56,Malaysia,71.93,Sheltered,0.0646,Population,306.8,-0.2,-1.06,0.0,0.62
49.63,6.0,303.09,Malaysia,79.18,Sheltered,0.0646,Population,306.8,0.03,0.02,0.0,8.75
49.63,6.0,303.09,Malaysia,79.18,Sheltered,0.0646,Population,306.8,0.03,0.02,0.0,0.0
49.63,8.0,302.95,Malaysia,79.18,Sheltered,0.0646,Population,306.8,-0.57,-0.57,0.0,11.25
49.63,8.0,302.95,Malaysia,79.18,Sheltered,0.0646,Population,306.8,-0.57,-0.57,0.0,0.0
49.63,6.0,302.56,Malaysia,79.18,Sheltered,0.0646,Population,306.8,-0.2,-1.06,0.0,15.0
49.63,6.0,302.56,Malaysia,79.18,Sheltered,0.0646,Population,306.8,-0.2,-1.06,0.0,28.75
49.63,7.0,303.07,Malaysia,79.18,Sheltered,0.0646,Population,306.8,0.09,0.09,0.0,6.88
49.63,7.0,303.07,Malaysia,79.18,Sheltered,0.0646,Population,306.8,0.09,0.09,0.0,1.25
49.63,8.0,302.56,Malaysia,79.18,Sheltered,0.0646,Population,306.8,1.05,0.22,0.0,13.75
49.63,8.0,302.56,Malaysia,79.18,Sheltered,0.0646,Population,306.8,1.05,0.22,0.0,19.38
49.63,6.0,302.56,Malaysia,79.18,Sheltered,0.0646,Population,306.8,0.27,-0.59,0.0,13.12
49.63,6.0,302.56,Malaysia,79.18,Sheltered,0.0646,Population,306.8,0.27,-0.59,0.0,49.38
49.63,6.0,302.56,Malaysia,79.18,Sheltered,0.0646,Population,306.8,1.44,0.63,0.0,6.88
49.63,6.0,302.56,Malaysia,79.18,Sheltered,0.0646,Population,306.8,1.44,0.63,0.0,4.38
49.63,6.0,302.95,Malaysia,79.18,Sheltered,0.0646,Population,306.8,0.06,0.06,0.0,11.25
49.63,6.0,302.95,Malaysia,79.18,Sheltered,0.0646,Population,306.8,0.06,0.06,0.0,6.25
49.63,6.0,303.07,Malaysia,73.84,Sheltered,0.0646,Population,306.8,0.09,0.09,0.0,49.38
49.63,6.0,303.07,Malaysia,73.84,Sheltered,0.0646,Population,306.8,0.09,0.09,0.0,2.5
49.63,6.0,302.95,Malaysia,73.84,Sheltered,0.0646,Population,306.8,-0.57,-0.57,0.0,23.12
49.63,6.0,302.95,Malaysia,73.84,Sheltered,0.0646,Population,306.8,-0.57,-0.57,0.0,2.5
49.63,6.0,302.95,Malaysia,73.84,Sheltered,0.0646,Population,306.8,0.06,0.06,0.0,62.5
49.63,6.0,302.95,Malaysia,73.84,Sheltered,0.0646,Population,306.8,0.06,0.06,0.0,5.0
49.63,6.0,302.56,Malaysia,73.84,Sheltered,0.0646,Population,306.8,-0.2,-1.06,0.0,57.5
49.63,6.0,302.56,Malaysia,73.84,Sheltered,0.0646,Population,306.8,-0.2,-1.06,0.0,18.75
49.63,4.0,302.56,Malaysia,73.84,Sheltered,0.0646,Population,306.8,0.27,-0.59,0.0,41.88
49.63,4.0,302.56,Malaysia,73.84,Sheltered,0.0646,Population,306.8,0.27,-0.59,0.0,0.0
49.63,5.0,303.09,Malaysia,73.84,Sheltered,0.0646,Population,306.8,0.03,0.02,0.0,26.25
49.63,5.0,303.09,Malaysia,73.84,Sheltered,0.0646,Population,306.8,0.03,0.02,0.0,23.75
49.7,10.0,302.54,Malaysia,40.97,Exposed,0.0503,Population,306.05,-0.15,-0.53,0.0,56.88
49.7,10.0,302.54,Malaysia,40.97,Exposed,0.0503,Population,306.05,-0.15,-0.53,0.0,6.25
49.7,10.0,302.51,Malaysia,40.97,Exposed,0.0503,Population,306.05,-0.04,-0.92,0.0,41.88
49.7,10.0,302.51,Malaysia,40.97,Exposed,0.0503,Population,306.05,-0.04,-0.92,0.0,0.0
49.7,10.0,302.92,Malaysia,40.97,Exposed,0.0503,Population,306.05,-0.03,-0.05,0.0,63.12
49.7,10.0,302.92,Malaysia,40.97,Exposed,0.0503,Population,306.05,-0.03,-0.05,0.0,0.0
49.7,10.0,303.05,Malaysia,40.97,Exposed,0.0503,Population,306.05,0.85,0.85,0.0,65.0
49.7,10.0,303.05,Malaysia,40.97,Exposed,0.0503,Population,306.05,0.85,0.85,0.0,0.62
49.7,10.0,302.92,Malaysia,40.97,Exposed,0.0503,Population,306.05,-0.79,-0.8,0.0,51.88
49.7,10.0,302.92,Malaysia,40.97,Exposed,0.0503,Population,306.05,-0.79,-0.8,0.0,3.75
49.7,9.0,303.07,Malaysia,40.97,Exposed,0.0503,Population,306.05,-0.45,-0.48,0.0,59.38
49.7,9.0,303.07,Malaysia,40.97,Exposed,0.0503,Population,306.05,-0.45,-0.48,0.0,0.0
49.7,9.0,302.51,Malaysia,40.97,Exposed,0.0503,Population,306.05,0.15,-0.73,0.0,37.5
49.7,9.0,302.51,Malaysia,40.97,Exposed,0.0503,Population,306.05,0.15,-0.73,0.0,0.0
49.7,9.0,303.1,Malaysia,39.19,Exposed,0.0503,Population,305.97,-0.62,-0.65,0.0,60.62
49.7,9.0,303.1,Malaysia,39.19,Exposed,0.0503,Population,305.97,-0.62,-0.65,0.0,1.25
49.7,11.0,302.58,Malaysia,39.19,Exposed,0.0503,Population,305.97,0.44,-0.35,0.0,52.5
49.7,11.0,302.58,Malaysia,39.19,Exposed,0.0503,Population,305.97,0.44,-0.35,0.0,0.62
49.7,10.0,302.58,Malaysia,39.19,Exposed,0.0503,Population,305.97,-0.24,-1.03,0.0,58.75
49.7,10.0,302.58,Malaysia,39.19,Exposed,0.0503,Population,305.97,-0.24,-1.03,0.0,0.0
49.7,10.0,302.98,Malaysia,39.19,Exposed,0.0503,Population,305.97,-0.01,-0.02,0.0,52.5
49.7,10.0,302.98,Malaysia,39.19,Exposed,0.0503,Population,305.97,-0.01,-0.02,0.0,0.62
49.7,10.0,303.09,Malaysia,39.19,Exposed,0.0503,Population,305.97,0.85,0.84,0.0,66.88
49.7,10.0,303.09,Malaysia,39.19,Exposed,0.0503,Population,305.97,0.85,0.84,0.0,0.0
49.7,10.0,302.98,Malaysia,39.19,Exposed,0.0503,Population,305.97,-0.93,-0.94,0.0,66.25
49.7,10.0,302.98,Malaysia,39.19,Exposed,0.0503,Population,305.97,-0.93,-0.94,0.0,0.0
49.63,7.0,302.64,Malaysia,134.42,Exposed,0.0594,Population,305.79,0.26,-0.47,0.0,78.75
49.63,7.0,302.64,Malaysia,134.42,Exposed,0.0594,Population,305.79,0.26,-0.47,0.0,0.62
49.63,7.0,302.64,Malaysia,134.42,Exposed,0.0594,Population,305.79,1.1,0.4,0.0,72.5
49.63,7.0,302.64,Malaysia,134.42,Exposed,0.0594,Population,305.79,1.1,0.4,0.0,0.0
49.63,7.0,303.04,Malaysia,134.42,Exposed,0.0594,Population,305.79,0.4,0.41,0.0,81.25
49.63,7.0,303.04,Malaysia,134.42,Exposed,0.0594,Population,305.79,0.4,0.41,0.0,0.0
49.63,7.0,303.15,Malaysia,134.42,Exposed,0.0594,Population,305.79,1.77,1.77,0.0,52.5
49.63,7.0,303.15,Malaysia,134.42,Exposed,0.0594,Population,305.79,1.77,1.77,0.0,7.5
49.63,6.0,303.04,Malaysia,134.42,Exposed,0.0594,Population,305.79,-0.95,-0.95,0.0,51.25
49.63,6.0,303.04,Malaysia,134.42,Exposed,0.0594,Population,305.79,-0.95,-0.95,0.0,0.0
49.63,6.0,303.15,Malaysia,134.42,Exposed,0.0594,Population,305.79,-0.69,-0.72,0.0,30.0
49.63,6.0,303.15,Malaysia,134.42,Exposed,0.0594,Population,305.79,-0.69,-0.72,0.0,10.62
49.63,11.0,302.64,Malaysia,134.42,Exposed,0.0594,Population,305.79,0.09,-0.65,0.0,38.75
49.63,11.0,302.64,Malaysia,134.42,Exposed,0.0594,Population,305.79,0.09,-0.65,0.0,3.75
49.63,6.0,302.42,Malaysia,67.53,Sheltered,0.056,Population,306.01,0.33,-0.61,0.0,78.12
49.63,6.0,302.42,Malaysia,67.53,Sheltered,0.056,Population,306.01,0.33,-0.61,0.0,0.0
49.63,6.0,302.29,Malaysia,67.53,Sheltered,0.056,Population,306.01,-0.43,-1.4,0.0,62.5
49.63,6.0,302.29,Malaysia,67.53,Sheltered,0.056,Population,306.01,-0.43,-1.4,0.0,6.88
49.63,7.0,303.34,Malaysia,67.53,Sheltered,0.056,Population,306.01,-0.17,-0.29,0.0,68.12
49.63,7.0,303.34,Malaysia,67.53,Sheltered,0.056,Population,306.01,-0.17,-0.29,0.0,0.62
49.63,7.0,303.22,Malaysia,67.53,Sheltered,0.056,Population,306.01,-0.24,-0.26,0.0,80.0
49.63,7.0,303.22,Malaysia,67.53,Sheltered,0.056,Population,306.01,-0.24,-0.26,0.0,1.25
49.63,6.0,303.33,Malaysia,67.53,Sheltered,0.056,Population,306.01,0.29,0.21,0.0,78.75
49.63,6.0,303.33,Malaysia,67.53,Sheltered,0.056,Population,306.01,0.29,0.21,0.0,0.62
49.63,4.0,302.91,Malaysia,67.53,Sheltered,0.056,Population,306.01,-0.2,-0.32,0.0,49.38
49.63,4.0,302.91,Malaysia,67.53,Sheltered,0.056,Population,306.01,-0.2,-0.32,0.0,4.38
49.63,4.0,302.3,Malaysia,67.53,Sheltered,0.056,Population,306.01,0.06,-0.89,0.0,53.12
49.63,4.0,302.3,Malaysia,67.53,Sheltered,0.056,Population,306.01,0.06,-0.89,0.0,5.62
49.63,6.0,303.22,Malaysia,67.53,Sheltered,0.056,Population,306.01,0.0,-0.04,0.0,72.5
49.63,6.0,303.22,Malaysia,67.53,Sheltered,0.056,Population,306.01,0.0,-0.04,0.0,0.62
49.63,4.0,303.22,Malaysia,57.56,Sheltered,0.056,Population,306.01,-0.24,-0.26,0.0,78.75
49.63,4.0,303.22,Malaysia,57.56,Sheltered,0.056,Population,306.01,-0.24,-0.26,0.0,0.0
49.63,4.0,303.33,Malaysia,57.56,Sheltered,0.056,Population,306.01,0.29,0.21,0.0,49.38
49.63,4.0,303.33,Malaysia,57.56,Sheltered,0.056,Population,306.01,0.29,0.21,0.0,0.62
49.63,4.0,302.3,Malaysia,57.56,Sheltered,0.056,Population,306.01,0.06,-0.89,0.0,33.12
49.63,4.0,302.3,Malaysia,57.56,Sheltered,0.056,Population,306.01,0.06,-0.89,0.0,10.0
49.63,3.0,302.91,Malaysia,57.56,Sheltered,0.056,Population,306.01,-0.2,-0.32,0.0,74.38
49.63,3.0,302.91,Malaysia,57.56,Sheltered,0.056,Population,306.01,-0.2,-0.32,0.0,3.75
49.63,4.0,303.22,Malaysia,57.56,Sheltered,0.056,Population,306.01,0.0,-0.04,0.0,33.75
49.63,4.0,303.22,Malaysia,57.56,Sheltered,0.056,Population,306.01,0.0,-0.04,0.0,1.88
49.63,4.0,303.34,Malaysia,57.56,Sheltered,0.056,Population,306.01,-0.17,-0.29,0.0,24.38
49.63,4.0,303.34,Malaysia,57.56,Sheltered,0.056,Population,306.01,-0.17,-0.29,0.0,2.5
49.63,5.0,302.77,Malaysia,68.56,Sheltered,0.056,Population,306.01,-2.3,-2.69,0.0,25.62
49.63,5.0,302.77,Malaysia,68.56,Sheltered,0.056,Population,306.01,-2.3,-2.69,0.0,9.38
49.63,5.0,302.15,Malaysia,68.56,Sheltered,0.056,Population,306.01,0.24,-0.75,0.0,34.38
49.63,5.0,302.15,Malaysia,68.56,Sheltered,0.056,Population,306.01,0.24,-0.75,0.0,23.12
49.63,4.0,303.34,Malaysia,68.56,Sheltered,0.056,Population,306.01,-0.17,-0.29,0.0,35.0
49.63,4.0,303.34,Malaysia,68.56,Sheltered,0.056,Population,306.01,-0.17,-0.29,0.0,0.0
49.63,4.0,303.22,Malaysia,68.56,Sheltered,0.056,Population,306.01,0.0,-0.04,0.0,55.0
49.63,4.0,303.22,Malaysia,68.56,Sheltered,0.056,Population,306.01,0.0,-0.04,0.0,1.25
49.63,4.0,303.33,Malaysia,68.56,Sheltered,0.056,Population,306.01,0.29,0.21,0.0,67.5
49.63,4.0,303.33,Malaysia,68.56,Sheltered,0.056,Population,306.01,0.29,0.21,0.0,0.62
49.63,6.0,303.22,Malaysia,68.56,Sheltered,0.056,Population,306.01,-0.24,-0.26,0.0,65.0
49.63,6.0,303.22,Malaysia,68.56,Sheltered,0.056,Population,306.01,-0.24,-0.26,0.0,1.25
49.63,5.0,302.91,Malaysia,68.56,Sheltered,0.056,Population,306.01,-0.2,-0.32,0.0,36.88
49.63,5.0,302.91,Malaysia,68.56,Sheltered,0.056,Population,306.01,-0.2,-0.32,0.0,1.25
49.63,5.0,302.3,Malaysia,68.56,Sheltered,0.056,Population,306.01,0.06,-0.89,0.0,34.38
49.63,5.0,302.3,Malaysia,68.56,Sheltered,0.056,Population,306.01,0.06,-0.89,0.0,6.25
49.62,6.0,262.15,Malaysia,43.41,Sheltered,0.0513,Population,305.89,-0.18,-0.29,0.0,37.5
49.62,6.0,262.15,Malaysia,43.41,Sheltered,0.0513,Population,305.89,-0.18,-0.29,0.0,1.25
49.62,6.0,262.15,Malaysia,43.41,Sheltered,0.0513,Population,305.89,0.08,-0.89,0.0,41.88
49.62,6.0,262.15,Malaysia,43.41,Sheltered,0.0513,Population,305.89,0.08,-0.89,0.0,3.12
49.62,6.0,262.15,Malaysia,43.41,Sheltered,0.0513,Population,305.89,-0.34,-0.37,0.0,45.62
49.62,6.0,262.15,Malaysia,43.41,Sheltered,0.0513,Population,305.89,-0.34,-0.37,0.0,3.12
49.62,7.0,262.15,Malaysia,43.41,Sheltered,0.0513,Population,305.89,0.79,0.72,0.0,61.25
49.62,7.0,262.15,Malaysia,43.41,Sheltered,0.0513,Population,305.89,0.79,0.72,0.0,1.88
49.62,6.0,262.15,Malaysia,43.41,Sheltered,0.0513,Population,305.89,0.06,0.05,0.0,50.62
49.62,6.0,262.15,Malaysia,43.41,Sheltered,0.0513,Population,305.89,0.06,0.05,0.0,0.0
49.62,6.0,262.15,Malaysia,43.41,Sheltered,0.0513,Population,305.89,0.42,-0.54,0.0,50.62
49.62,6.0,262.15,Malaysia,43.41,Sheltered,0.0513,Population,305.89,0.42,-0.54,0.0,0.62
49.62,6.0,262.15,Malaysia,43.41,Sheltered,0.0513,Population,305.89,0.7,0.49,0.0,68.12
49.62,6.0,262.15,Malaysia,43.41,Sheltered,0.0513,Population,305.89,0.7,0.49,0.0,1.25
49.62,7.0,262.15,Malaysia,43.41,Sheltered,0.0513,Population,305.89,0.16,-0.82,0.0,48.12
49.62,7.0,262.15,Malaysia,43.41,Sheltered,0.0513,Population,305.89,0.16,-0.82,0.0,1.25
49.62,8.0,262.15,Malaysia,65.21,Sheltered,0.0513,Population,305.89,-0.34,-0.37,0.0,32.5
49.62,8.0,262.15,Malaysia,65.21,Sheltered,0.0513,Population,305.89,-0.34,-0.37,0.0,1.25
49.62,8.0,262.15,Malaysia,65.21,Sheltered,0.0513,Population,305.89,0.73,0.72,0.0,23.75
49.62,8.0,262.15,Malaysia,65.21,Sheltered,0.0513,Population,305.89,0.73,0.72,0.0,15.0
49.62,8.0,262.15,Malaysia,65.21,Sheltered,0.0513,Population,305.89,-0.18,-0.29,0.0,43.75
49.62,8.0,262.15,Malaysia,65.21,Sheltered,0.0513,Population,305.89,-0.18,-0.29,0.0,1.25
49.62,7.0,262.15,Malaysia,65.21,Sheltered,0.0513,Population,305.89,0.08,-0.89,0.0,25.0
49.62,7.0,262.15,Malaysia,65.21,Sheltered,0.0513,Population,305.89,0.08,-0.89,0.0,0.62
49.62,8.0,262.15,Malaysia,65.21,Sheltered,0.0513,Population,305.89,0.06,0.05,0.0,30.0
49.62,8.0,262.15,Malaysia,65.21,Sheltered,0.0513,Population,305.89,0.06,0.05,0.0,3.12
49.62,7.0,262.15,Malaysia,65.21,Sheltered,0.0513,Population,305.89,0.7,0.49,0.0,8.12
49.62,7.0,262.15,Malaysia,65.21,Sheltered,0.0513,Population,305.89,0.7,0.49,0.0,1.88
49.62,8.0,262.15,Malaysia,65.21,Sheltered,0.0513,Population,305.89,0.42,-0.54,0.0,21.88
49.62,8.0,262.15,Malaysia,65.21,Sheltered,0.0513,Population,305.89,0.42,-0.54,0.0,1.25
49.62,6.0,262.15,Malaysia,261.45,Sheltered,0.0512,Population,305.89,0.42,-0.54,0.0,14.38
49.62,6.0,262.15,Malaysia,261.45,Sheltered,0.0512,Population,305.89,0.42,-0.54,0.0,3.12
49.62,6.0,262.15,Malaysia,261.45,Sheltered,0.0512,Population,305.89,-0.18,-0.29,0.0,20.0
49.62,6.0,262.15,Malaysia,261.45,Sheltered,0.0512,Population,305.89,-0.18,-0.29,0.0,0.0
49.62,6.0,262.15,Malaysia,261.45,Sheltered,0.0512,Population,305.89,-0.34,-0.37,0.0,14.38
49.62,6.0,262.15,Malaysia,261.45,Sheltered,0.0512,Population,305.89,-0.34,-0.37,0.0,0.62
49.62,6.0,262.15,Malaysia,261.45,Sheltered,0.0512,Population,305.89,0.73,0.72,0.0,13.12
49.62,6.0,262.15,Malaysia,261.45,Sheltered,0.0512,Population,305.89,0.73,0.72,0.0,0.62
49.62,6.0,262.15,Malaysia,261.45,Sheltered,0.0512,Population,305.89,0.7,0.49,0.0,3.12
49.62,6.0,262.15,Malaysia,261.45,Sheltered,0.0512,Population,305.89,0.7,0.49,0.0,0.0
49.62,6.0,262.15,Malaysia,261.45,Sheltered,0.0512,Population,305.89,0.06,0.05,0.0,11.88
49.62,6.0,262.15,Malaysia,261.45,Sheltered,0.0512,Population,305.89,0.06,0.05,0.0,0.62
49.62,8.0,303.34,Malaysia,16.02,Sheltered,0.0502,Population,305.7,2.1,2.04,0.0,50.0
49.62,8.0,303.34,Malaysia,16.02,Sheltered,0.0502,Population,305.7,2.1,2.04,0.0,0.62
49.62,8.0,303.22,Malaysia,16.02,Sheltered,0.0502,Population,305.7,-0.51,-0.53,0.0,73.12
49.62,8.0,303.22,Malaysia,16.02,Sheltered,0.0502,Population,305.7,-0.51,-0.53,0.0,0.62
49.62,12.0,301.79,Malaysia,16.02,Sheltered,0.0502,Population,305.7,-1.75,-2.97,0.0,53.12
49.62,12.0,301.79,Malaysia,16.02,Sheltered,0.0502,Population,305.7,-1.75,-2.97,0.0,3.12
49.62,6.0,302.31,Malaysia,88.97,Sheltered,0.0505,Population,305.7,-0.47,-1.51,0.0,32.5
49.62,6.0,302.31,Malaysia,88.97,Sheltered,0.0505,Population,305.7,-0.47,-1.51,0.0,11.88
49.62,5.0,303.35,Malaysia,88.97,Sheltered,0.0505,Population,305.7,-0.05,-0.16,0.0,45.0
49.62,5.0,303.35,Malaysia,88.97,Sheltered,0.0505,Population,305.7,-0.05,-0.16,0.0,1.88
49.62,6.0,303.22,Malaysia,88.97,Sheltered,0.0505,Population,305.7,-0.51,-0.53,0.0,43.75
49.62,6.0,303.22,Malaysia,88.97,Sheltered,0.0505,Population,305.7,-0.51,-0.53,0.0,0.0
49.62,6.0,303.22,Malaysia,88.97,Sheltered,0.0505,Population,305.7,0.54,0.53,0.0,52.5
49.62,6.0,303.22,Malaysia,88.97,Sheltered,0.0505,Population,305.7,0.54,0.53,0.0,0.0
49.62,6.0,302.43,Malaysia,88.97,Sheltered,0.0505,Population,305.7,0.41,-0.59,0.0,45.62
49.62,6.0,302.43,Malaysia,88.97,Sheltered,0.0505,Population,305.7,0.41,-0.59,0.0,0.62
49.62,6.0,302.8,Malaysia,88.97,Sheltered,0.0505,Population,305.7,0.54,0.31,0.0,49.38
49.62,6.0,302.8,Malaysia,88.97,Sheltered,0.0505,Population,305.7,0.54,0.31,0.0,0.62
49.62,6.0,303.34,Malaysia,88.97,Sheltered,0.0505,Population,305.7,2.1,2.04,0.0,31.88
49.62,6.0,303.34,Malaysia,88.97,Sheltered,0.0505,Population,305.7,2.1,2.04,0.0,4.38
49.62,8.0,303.35,Malaysia,67.44,Sheltered,0.0505,Population,305.7,-0.05,-0.16,0.0,35.0
49.62,8.0,303.35,Malaysia,67.44,Sheltered,0.0505,Population,305.7,-0.05,-0.16,0.0,0.0
49.62,10.0,303.22,Malaysia,67.44,Sheltered,0.0505,Population,305.7,-0.51,-0.53,0.0,35.62
49.62,10.0,303.22,Malaysia,67.44,Sheltered,0.0505,Population,305.7,-0.51,-0.53,0.0,0.0
49.62,10.0,302.31,Malaysia,67.44,Sheltered,0.0505,Population,305.7,-0.47,-1.51,0.0,30.0
49.62,10.0,302.31,Malaysia,67.44,Sheltered,0.0505,Population,305.7,-0.47,-1.51,0.0,0.0
49.62,10.0,303.22,Malaysia,67.44,Sheltered,0.0505,Population,305.7,0.54,0.53,0.0,29.38
49.62,10.0,303.22,Malaysia,67.44,Sheltered,0.0505,Population,305.7,0.54,0.53,0.0,1.88
49.62,10.0,303.34,Malaysia,67.44,Sheltered,0.0505,Population,305.7,2.1,2.04,0.0,35.0
49.62,10.0,303.34,Malaysia,67.44,Sheltered,0.0505,Population,305.7,2.1,2.04,0.0,0.0
49.62,5.0,262.15,Malaysia,105.45,Sheltered,0.0502,Population,305.89,0.06,0.05,0.0,71.88
49.62,5.0,262.15,Malaysia,105.45,Sheltered,0.0502,Population,305.89,0.06,0.05,0.0,1.88
49.62,4.0,262.15,Malaysia,105.45,Sheltered,0.0502,Population,305.89,0.79,0.72,0.0,62.5
49.62,4.0,262.15,Malaysia,105.45,Sheltered,0.0502,Population,305.89,0.79,0.72,0.0,0.62
49.62,5.0,262.15,Malaysia,105.45,Sheltered,0.0502,Population,305.89,-0.34,-0.37,0.0,45.0
49.62,5.0,262.15,Malaysia,105.45,Sheltered,0.0502,Population,305.89,-0.34,-0.37,0.0,3.75
49.62,5.0,262.15,Malaysia,105.45,Sheltered,0.0502,Population,305.89,-0.18,-0.29,0.0,46.88
49.62,5.0,262.15,Malaysia,105.45,Sheltered,0.0502,Population,305.89,-0.18,-0.29,0.0,1.25
49.62,4.0,262.15,Malaysia,105.45,Sheltered,0.0502,Population,305.89,0.42,-0.54,0.0,55.62
49.62,4.0,262.15,Malaysia,105.45,Sheltered,0.0502,Population,305.89,0.42,-0.54,0.0,0.0
49.62,9.0,303.35,Malaysia,57.65,Sheltered,0.0444,Population,305.91,-0.24,-0.26,0.0,49.38
49.62,9.0,303.35,Malaysia,57.65,Sheltered,0.0444,Population,305.91,-0.24,-0.26,0.0,0.62
49.62,9.0,303.46,Malaysia,57.65,Sheltered,0.0444,Population,305.91,0.6,0.52,0.0,39.38
49.62,9.0,303.46,Malaysia,57.65,Sheltered,0.0444,Population,305.91,0.6,0.52,0.0,22.5
49.62,9.0,303.46,Malaysia,57.65,Sheltered,0.0444,Population,305.91,-0.39,-0.52,0.0,36.88
49.62,9.0,303.46,Malaysia,57.65,Sheltered,0.0444,Population,305.91,-0.39,-0.52,0.0,17.5
49.62,8.0,302.29,Malaysia,57.65,Sheltered,0.0444,Population,305.91,0.19,-0.81,0.0,40.0
49.62,8.0,302.29,Malaysia,57.65,Sheltered,0.0444,Population,305.91,0.19,-0.81,0.0,1.88
49.62,9.0,303.35,Malaysia,57.65,Sheltered,0.0444,Population,305.91,-0.5,-0.53,0.0,38.75
49.62,9.0,303.35,Malaysia,57.65,Sheltered,0.0444,Population,305.91,-0.5,-0.53,0.0,0.0
49.62,6.0,302.43,Malaysia,112.62,Sheltered,0.0444,Population,305.91,0.31,-0.7,0.0,30.0
49.62,6.0,302.43,Malaysia,112.62,Sheltered,0.0444,Population,305.91,0.31,-0.7,0.0,0.0
49.62,11.0,303.35,Malaysia,112.62,Sheltered,0.0444,Population,305.91,-0.5,-0.53,0.0,44.38
49.62,11.0,303.35,Malaysia,112.62,Sheltered,0.0444,Population,305.91,-0.5,-0.53,0.0,0.0
49.62,8.0,302.14,Malaysia,112.62,Sheltered,0.0444,Population,305.91,0.95,-0.13,0.0,21.88
49.62,8.0,302.14,Malaysia,112.62,Sheltered,0.0444,Population,305.91,0.95,-0.13,0.0,6.25
49.62,7.0,302.94,Malaysia,112.62,Sheltered,0.0444,Population,305.91,0.85,0.65,0.0,36.25
49.62,7.0,302.94,Malaysia,112.62,Sheltered,0.0444,Population,305.91,0.85,0.65,0.0,0.62
49.54,8.0,303.66,Malaysia,112.55,Sheltered,0.0734,Population,305.6,0.13,-0.26,0.0,76.25
49.54,8.0,303.66,Malaysia,112.55,Sheltered,0.0734,Population,305.6,0.13,-0.26,0.0,1.25
49.54,8.0,303.6,Malaysia,112.55,Sheltered,0.0734,Population,305.6,-0.42,-0.75,0.0,48.12
49.54,8.0,303.6,Malaysia,112.55,Sheltered,0.0734,Population,305.6,-0.42,-0.75,0.0,20.62
49.54,8.0,303.66,Malaysia,112.55,Sheltered,0.0734,Population,305.6,0.3,-0.78,0.0,73.12
49.54,8.0,303.66,Malaysia,112.55,Sheltered,0.0734,Population,305.6,0.3,-0.78,0.0,1.25
49.54,8.0,303.36,Malaysia,112.55,Sheltered,0.0734,Population,305.6,0.0,0.01,0.0,76.25
49.54,8.0,303.36,Malaysia,112.55,Sheltered,0.0734,Population,305.6,0.0,0.01,0.0,8.75
49.54,8.0,303.05,Malaysia,112.55,Sheltered,0.0734,Population,305.6,0.59,0.44,0.0,69.38
49.54,8.0,303.05,Malaysia,112.55,Sheltered,0.0734,Population,305.6,0.59,0.44,0.0,11.25
49.54,10.0,303.12,Malaysia,112.55,Sheltered,0.0734,Population,305.6,-0.72,-0.83,0.0,73.75
49.54,10.0,303.12,Malaysia,112.55,Sheltered,0.0734,Population,305.6,-0.72,-0.83,0.0,0.0
49.54,7.0,303.61,Malaysia,112.55,Sheltered,0.0734,Population,305.6,0.69,0.39,0.0,61.25
49.54,7.0,303.61,Malaysia,112.55,Sheltered,0.0734,Population,305.6,0.69,0.39,0.0,13.12
49.54,9.0,303.6,Malaysia,69.35,Exposed,0.054,Population,305.6,1.06,0.72,0.0,46.25
49.54,9.0,303.6,Malaysia,69.35,Exposed,0.054,Population,305.6,1.06,0.72,0.0,0.0
49.54,9.0,303.6,Malaysia,69.35,Exposed,0.054,Population,305.6,-0.42,-0.75,0.0,39.38
49.54,9.0,303.6,Malaysia,69.35,Exposed,0.054,Population,305.6,-0.42,-0.75,0.0,11.88
49.54,9.0,303.66,Malaysia,69.35,Exposed,0.054,Population,305.6,0.13,-0.26,0.0,35.62
49.54,9.0,303.66,Malaysia,69.35,Exposed,0.054,Population,305.6,0.13,-0.26,0.0,1.88
49.54,9.0,303.45,Malaysia,69.35,Exposed,0.054,Population,305.6,-1.02,-1.07,0.0,30.0
49.54,9.0,303.45,Malaysia,69.35,Exposed,0.054,Population,305.6,-1.02,-1.07,0.0,0.62
49.54,9.0,303.61,Malaysia,69.35,Exposed,0.054,Population,305.6,0.69,0.39,0.0,21.25
49.54,9.0,303.61,Malaysia,69.35,Exposed,0.054,Population,305.6,0.69,0.39,0.0,49.38
49.54,7.0,303.63,Malaysia,604.82,Sheltered,0.0734,Population,305.79,0.92,0.59,0.0,8.75
49.54,7.0,303.63,Malaysia,604.82,Sheltered,0.0734,Population,305.79,0.92,0.59,0.0,33.12
49.54,10.0,303.09,Malaysia,604.82,Sheltered,0.0734,Population,305.79,-0.8,-0.93,0.0,80.0
49.54,10.0,303.09,Malaysia,604.82,Sheltered,0.0734,Population,305.79,-0.8,-0.93,0.0,0.62
49.54,8.0,303.69,Malaysia,604.82,Sheltered,0.0734,Population,305.79,0.23,-0.16,0.0,41.25
49.54,8.0,303.69,Malaysia,604.82,Sheltered,0.0734,Population,305.79,0.23,-0.16,0.0,0.0
